full_path,line,fixed_line
Basel Bad Bf|Weil am Rhein|Haltingen|Eimeldingen|Efringen Kirchen|Istein|Kleinkems|Rheinweiler|Bad Bellingen|Schliengen|Auggen|Müllheim Baden|Buggingen|Heitersheim|Bad Krozingen|Norsingen|Schallstadt|Ebringen|Freiburg St Georgen|Freiburg Breisgau Hbf|Gundelfingen Breisgau|Denzlingen|Kollmarsreute|Emmendingen|Teningen Mundingen|Köndringen|Riegel Malterdingen|Kenzingen|Herbolzheim Breisgau,27,RB27
Orschweier|Ringsheim/Europa Park|Herbolzheim Breisg|Kenzingen|Riegel Malterdingen|Köndringen|Teningen Mundingen|Emmendingen|Kollmarsreute|Denzlingen|Gundelfingen Breisgau|Freiburg Breisgau Hbf|Freiburg St Georgen|Ebringen|Schallstadt|Norsingen|Bad Krozingen|Heitersheim|Buggingen|Müllheim Baden|Auggen|Schliengen|Bad Bellingen|Rheinweiler|Kleinkems|Istein|Efringen Kirchen|Eimeldingen|Haltingen|Weil am Rhein,27,RB27
Basel Bad Bf|Weil am Rhein|Haltingen|Eimeldingen|Efringen Kirchen|Istein|Kleinkems|Rheinweiler|Bad Bellingen|Schliengen|Auggen|Müllheim Baden|Buggingen|Heitersheim|Bad Krozingen|Norsingen|Schallstadt|Ebringen|Freiburg St Georgen|Freiburg Breisgau Hbf|Gundelfingen Breisgau|Denzlingen|Kollmarsreute|Emmendingen|Teningen Mundingen|Köndringen|Riegel Malterdingen|Kenzingen|Herbolzheim Breisg|Ringsheim/Europa Park|Orschweier|Lahr Schwarzw,27,RB27
Koblenz Hbf|Koblenz Ehrenbreitstein|Vallendar|Engers|Neuwied|Leutesdorf Rhein|Rheinbrohl|Bad Hönningen|Leubsdorf Rhein|Linz Rhein|Erpel Rhein|Unkel|Bad Honnef Rhein|Rhöndorf|Königswinter|Niederdollendorf|Bonn Oberkassel|Bonn Beuel|Menden Rheinl|Friedrich Wilhelmshütte|Troisdorf|Köln/Bonn Flughafen|Köln Messe/Deutz|Köln Hbf|Köln Ehrenfeld|Pulheim|Stommeln|Rommerskirchen|Grevenbroich|Jüchen|Hochneukirch|Rheydt Odenkirchen|Rheydt Hbf,27,RB27
Offenburg|Friesenheim Baden|Lahr Schwarzw|Orschweier|Ringsheim/Europa Park|Herbolzheim Breisg|Kenzingen|Riegel Malterdingen|Köndringen|Teningen Mundingen|Emmendingen|Kollmarsreute|Denzlingen|Gundelfingen Breisgau|Freiburg Breisgau Hbf|Freiburg St Georgen|Ebringen|Schallstadt|Norsingen|Bad Krozingen|Heitersheim|Buggingen|Müllheim Baden|Auggen|Schliengen|Bad Bellingen|Rheinweiler|Kleinkems|Istein|Efringen Kirchen|Eimeldingen|Haltingen|Weil am Rhein,27,RB27
Mönchengladbach Hbf|Rheydt Hbf|Rheydt Odenkirchen|Hochneukirch|Jüchen|Grevenbroich|Rommerskirchen|Stommeln|Pulheim|Köln Ehrenfeld|Köln Hbf|Köln Messe/Deutz|Köln/Bonn Flughafen|Troisdorf|Friedrich Wilhelmshütte|Menden Rheinl|Bonn Beuel|Bonn Oberkassel|Niederdollendorf|Königswinter|Rhöndorf|Bad Honnef Rhein|Unkel|Erpel Rhein|Linz Rhein|Leubsdorf Rhein|Bad Hönningen|Rheinbrohl|Leutesdorf Rhein|Neuwied|Engers|Vallendar|Koblenz Ehrenbreitstein,27,RB27
Offenburg|Friesenheim Baden|Lahr Schwarzw|Orschweier|Ringsheim/Europa Park|Herbolzheim Breisg|Kenzingen|Riegel Malterdingen|Köndringen|Teningen Mundingen|Emmendingen|Kollmarsreute|Denzlingen|Gundelfingen Breisgau|Freiburg Herdern|Freiburg Breisgau Hbf|Freiburg St Georgen|Ebringen|Schallstadt|Norsingen|Bad Krozingen|Heitersheim|Buggingen|Müllheim Baden|Auggen|Schliengen|Bad Bellingen|Rheinweiler|Kleinkems|Istein|Efringen Kirchen|Eimeldingen|Haltingen|Weil am Rhein,27,RB27
Offenburg|Friesenheim Baden|Lahr Schwarzw|Orschweier|Ringsheim/Europa Park|Herbolzheim Breisg|Kenzingen|Riegel Malterdingen|Köndringen|Teningen Mundingen|Emmendingen|Kollmarsreute|Denzlingen|Gundelfingen Breisgau|Freiburg Zähringen|Freiburg Herdern|Freiburg Breisgau Hbf|Freiburg St Georgen|Ebringen|Schallstadt|Norsingen|Bad Krozingen|Heitersheim|Buggingen|Müllheim Baden|Auggen|Schliengen|Bad Bellingen|Rheinweiler|Kleinkems|Istein|Efringen Kirchen|Eimeldingen|Haltingen|Weil am Rhein,27,RB27
Lauda,87,RE87
Eichenberg,87,RB87
Rottweil|Tuttlingen,87,RE87
Göttingen|Friedland Han|Eichenberg,87,RB87
Bad Mergentheim|Edelfingen|Königshofen Baden|Lauda,87,RE87
Eschwege|Eschwege Niederhone|Bad Sooden Allendorf|Eichenberg,87,RB87
Singen Hohentwiel|Tuttlingen|Rottweil|Horb|Böblingen,87,RE87
Horb|Bondorf b Herrenberg|Gäufelden|Herrenberg|Böblingen,87,RE87
Rottweil|Spaichingen|Tuttlingen|Engen|Singen Hohentwiel|Radolfzell,87,RE87
Meitingen|Herbertshofen|Langweid Lech|Gablingen|Gersthofen|Augsburg Oberhausen,87,RB87
Stuttgart Hbf|Stuttgart Vaihingen|Böblingen|Horb|Rottweil|Tuttlingen,87,RE87
Augsburg Hbf|Augsburg Haunstetterstraße|Augsburg Hochzoll|Kissing|Mering St Afra|Mering|München Pasing,87,RB87
Stuttgart Hbf|Böblingen|Horb|Rottweil|Tuttlingen|Singen Hohentwiel|Radolfzell,87,RE87
Stuttgart Hbf|Böblingen|Horb|Sulz Neckar|Oberndorf Neckar|Rottweil|Tuttlingen,87,RE87
Augsburg Hbf|Augsburg Haunstetterstraße|Augsburg Hochzoll|Kissing|Mering St Afra|Mering|Mammendorf|München Pasing,87,RB87
Bebra|Sontra|Wehretal Reichensachsen|Eschwege Niederhone|Eschwege|Eschwege Niederhone|Bad Sooden Allendorf|Eichenberg,87,RB87
Weikersheim|Elpersheim|Markelsheim|Igersheim|Bad Mergentheim|Edelfingen|Königshofen Baden|Lauda,87,RE87
Crailsheim|Rot am See|Blaufelden|Schrozberg|Niederstetten|Weikersheim|Markelsheim|Bad Mergentheim|Lauda,87,RE87
Augsburg Hbf|Augsburg Oberhausen|Gersthofen|Gablingen|Langweid Lech|Herbertshofen|Meitingen|Westendorf|Nordendorf|Mertingen Bahnhof,87,RB87
Stuttgart Hbf|Böblingen|Herrenberg|Gäufelden|Bondorf b Herrenberg|Ergenzingen|Eutingen im Gäu|Horb|Sulz Neckar|Oberndorf Neckar,87,RE87
Rottweil|Oberndorf Neckar|Sulz Neckar|Horb|Eutingen im Gäu|Ergenzingen|Bondorf b Herrenberg|Gäufelden|Herrenberg|Böblingen,87,RE87
Augsburg Hbf|Augsburg Haunstetterstraße|Augsburg Hochzoll|Kissing|Mering St Afra|Mering|Althegnenberg|Haspelmoor|Mammendorf|München Pasing,87,RB87
Wertheim|Reicholzheim|Kloster Bronnbach|Gamburg Tauber|Niklashausen|Hochhausen Tauber|Tauberbischofsheim|Dittigheim|Distelhausen|Lauda,87,RE87
Singen Hohentwiel|Engen|Tuttlingen|Spaichingen|Rottweil|Oberndorf Neckar|Sulz Neckar|Horb|Herrenberg|Böblingen|Stuttgart Vaihingen,87,RE87
Stuttgart Hbf|Böblingen|Herrenberg|Gäufelden|Bondorf b Herrenberg|Eutingen im Gäu|Horb|Sulz Neckar|Oberndorf Neckar|Rottweil|Spaichingen|Tuttlingen,87,RE87
Singen Hohentwiel|Engen|Tuttlingen|Spaichingen|Rottweil|Oberndorf Neckar|Sulz Neckar|Horb|Bondorf b Herrenberg|Gäufelden|Herrenberg|Böblingen,87,RE87
Stuttgart Hbf|Böblingen|Herrenberg|Gäufelden|Bondorf b Herrenberg|Horb|Sulz Neckar|Oberndorf Neckar|Rottweil|Spaichingen|Tuttlingen|Engen|Singen Hohentwiel|Radolfzell,87,RE87
Konstanz|Radolfzell|Singen Hohentwiel|Engen|Tuttlingen|Spaichingen|Rottweil|Oberndorf Neckar|Sulz Neckar|Horb|Bondorf b Herrenberg|Gäufelden|Herrenberg|Böblingen,87,RE87
Dinkelscherben|Kutzenhausen|Gessertshausen|Diedorf Schwab|Westheim Schwab|Neusäß|Augsburg Oberhausen|Augsburg Hbf|Augsburg Haunstetterstraße|Augsburg Hochzoll|Kissing|Mering St Afra|Mering|München Pasing,87,RB87
Donauwörth|Mertingen Bahnhof|Nordendorf|Meitingen|Augsburg Oberhausen|Augsburg Hbf|Augsburg Haunstetterstraße|Augsburg Hochzoll|Kissing|Mering St Afra|Mering|Althegnenberg|Haspelmoor|Mammendorf|München Pasing,87,RB87
München Hbf|München Pasing|Mering|Mering St Afra|Kissing|Augsburg Hochzoll|Augsburg Haunstetterstraße|Augsburg Hbf|Augsburg Oberhausen|Gersthofen|Gablingen|Langweid Lech|Meitingen|Nordendorf|Mertingen Bahnhof,87,RB87
Crailsheim|Satteldorf|Wallhausen Württ|Rot am See|Blaufelden|Schrozberg|Niederstetten|Laudenbach Württ|Weikersheim|Elpersheim|Markelsheim|Igersheim|Bad Mergentheim|Königshofen Baden|Lauda,87,RE87
Crailsheim|Satteldorf|Wallhausen Württ|Rot am See|Blaufelden|Schrozberg|Niederstetten|Laudenbach Württ|Weikersheim|Elpersheim|Markelsheim|Igersheim|Bad Mergentheim|Edelfingen|Königshofen Baden|Lauda,87,RE87
Miltenberg|Freudenberg Kirschfurt|Collenberg|Dorfprozelten|Stadtprozelten|Faulbach Main|Hasloch Main|Wertheim Bestenheid|Wertheim|Reicholzheim|Kloster Bronnbach|Gamburg Tauber|Niklashausen|Hochhausen Tauber|Tauberbischofsheim|Dittigheim|Lauda,87,RE87
München Hbf|München Pasing|Mering|Mering St Afra|Kissing|Augsburg Hochzoll|Augsburg Haunstetterstraße|Augsburg Hbf|Augsburg Oberhausen|Gersthofen|Gablingen|Langweid Lech|Herbertshofen|Meitingen|Westendorf|Nordendorf|Mertingen Bahnhof,87,RB87
Donauwörth|Bäumenheim|Mertingen Bahnhof|Nordendorf|Westendorf|Meitingen|Herbertshofen|Langweid Lech|Gablingen|Gersthofen|Augsburg Oberhausen|Augsburg Hbf|Augsburg Haunstetterstraße|Augsburg Hochzoll|Kissing|Mering St Afra|Mering|München Pasing,87,RB87
München Hbf|München Pasing|Althegnenberg|Mering|Mering St Afra|Kissing|Augsburg Hochzoll|Augsburg Haunstetterstraße|Augsburg Hbf|Augsburg Oberhausen|Gersthofen|Gablingen|Langweid Lech|Herbertshofen|Meitingen|Westendorf|Nordendorf|Mertingen Bahnhof,87,RB87
Donauwörth|Bäumenheim|Mertingen Bahnhof|Nordendorf|Westendorf|Meitingen|Herbertshofen|Langweid Lech|Gablingen|Gersthofen|Augsburg Oberhausen|Augsburg Hbf|Augsburg Haunstetterstraße|Augsburg Hochzoll|Kissing|Mering St Afra|Mering|Althegnenberg|München Pasing,87,RB87
München Pasing|Mammendorf|Haspelmoor|Althegnenberg|Mering|Mering St Afra|Kissing|Augsburg Hochzoll|Augsburg Haunstetterstraße|Augsburg Hbf|Augsburg Oberhausen|Gersthofen|Gablingen|Langweid Lech|Herbertshofen|Meitingen|Westendorf|Nordendorf|Mertingen Bahnhof,87,RB87
Obernburg Elsenfeld|Erlenbach Main|Klingenberg Main|Kleinheubach|Miltenberg|Freudenberg Kirschfurt|Collenberg|Dorfprozelten|Stadtprozelten|Faulbach Main|Hasloch Main|Wertheim Bestenheid|Wertheim|Reicholzheim|Kloster Bronnbach|Gamburg Tauber|Niklashausen|Hochhausen Tauber|Tauberbischofsheim|Lauda,87,RE87
Kleinwallstadt|Obernburg Elsenfeld|Erlenbach Main|Klingenberg Main|Miltenberg|Freudenberg Kirschfurt|Collenberg|Dorfprozelten|Stadtprozelten|Faulbach Main|Hasloch Main|Wertheim Bestenheid|Wertheim|Reicholzheim|Kloster Bronnbach|Gamburg Tauber|Niklashausen|Hochhausen Tauber|Tauberbischofsheim|Lauda,87,RE87
Aschaffenburg Hbf|Obernburg Elsenfeld|Erlenbach Main|Klingenberg Main|Miltenberg|Freudenberg Kirschfurt|Collenberg|Dorfprozelten|Stadtprozelten|Faulbach Main|Hasloch Main|Wertheim Bestenheid|Wertheim|Reicholzheim|Kloster Bronnbach|Gamburg Tauber|Niklashausen|Hochhausen Tauber|Tauberbischofsheim|Lauda,87,RE87
München Hbf|München Pasing|Mammendorf|Haspelmoor|Althegnenberg|Mering|Mering St Afra|Kissing|Augsburg Hochzoll|Augsburg Haunstetterstraße|Augsburg Hbf|Augsburg Oberhausen|Gersthofen|Gablingen|Langweid Lech|Herbertshofen|Meitingen|Westendorf|Nordendorf|Mertingen Bahnhof,87,RB87
Donauwörth|Bäumenheim|Mertingen Bahnhof|Nordendorf|Westendorf|Meitingen|Herbertshofen|Langweid Lech|Gablingen|Gersthofen|Augsburg Oberhausen|Augsburg Hbf|Augsburg Haunstetterstraße|Augsburg Hochzoll|Kissing|Mering St Afra|Mering|Althegnenberg|Haspelmoor|Mammendorf|München Pasing,87,RB87
Aschaffenburg Hbf|Obernburg Elsenfeld|Erlenbach Main|Klingenberg Main|Miltenberg|Freudenberg Kirschfurt|Collenberg|Dorfprozelten|Stadtprozelten|Faulbach Main|Hasloch Main|Wertheim Bestenheid|Wertheim|Reicholzheim|Kloster Bronnbach|Gamburg Tauber|Niklashausen|Hochhausen Tauber|Tauberbischofsheim|Dittigheim|Distelhausen|Lauda,87,RE87
Aschaffenburg Hbf|Aschaffenburg Süd|Obernau|Sulzbach Main|Kleinwallstadt|Obernburg Elsenfeld|Erlenbach Main|Wörth Main|Klingenberg Main|Laudenbach am Main|Kleinheubach|Miltenberg|Freudenberg Kirschfurt|Collenberg|Dorfprozelten|Stadtprozelten|Faulbach Main|Hasloch Main|Wertheim Bestenheid|Wertheim|Reicholzheim|Kloster Bronnbach|Gamburg Tauber|Niklashausen|Hochhausen Tauber|Tauberbischofsheim|Lauda,87,RE87
Aschaffenburg Hbf|Aschaffenburg Hochschule|Aschaffenburg Süd|Obernau|Sulzbach Main|Kleinwallstadt|Obernburg Elsenfeld|Glanzstoffwerke|Erlenbach Main|Wörth Main|Klingenberg Main|Laudenbach am Main|Kleinheubach|Miltenberg|Freudenberg Kirschfurt|Collenberg|Dorfprozelten|Stadtprozelten|Faulbach Main|Hasloch Main|Wertheim Bestenheid|Wertheim|Reicholzheim|Kloster Bronnbach|Gamburg Tauber|Niklashausen|Hochhausen Tauber|Tauberbischofsheim|Lauda,87,RE87
Flughafen München,22,RE22
Zeitz,22,RB22
Gera Hbf|Gera Süd,22,RB22
Trier Hbf|Pfalzel|Ehrang,22,RB22
Euskirchen|Weilerswist|Erftstadt|Kierberg,22,RE22
Landshut Bay Hbf|Moosburg|Freising|Flughafen München Besucherpark,22,RE22
Köln Messe/Deutz|Köln Hbf|Köln West|Köln Süd|Erftstadt,22,RE22
Köln Messe/Deutz|Köln Hbf|Köln West|Köln Süd|Kierberg,22,RE22
Euskirchen|Weilerswist|Erftstadt|Köln Süd|Köln West|Köln Hbf,22,RE22
Köln Messe/Deutz|Köln Hbf|Köln West|Köln Süd|Brühl Kierberg|Erftstadt,22,RE22
Kyllburg|Bitburg Erdorf|Speicher|Kordel|Ehrang|Pfalzel,22,RB22
Euskirchen|Euskirchen Großbüllesheim|Weilerswist Derkum|Weilerswist|Erftstadt|Kierberg,22,RE22
Euskirchen|Euskirchen Großbüllesheim|Weilerswist|Erftstadt|Köln Süd|Köln West|Köln Hbf,22,RE22
Euskirchen|Weilerswist|Erftstadt|Brühl Kierberg|Köln Süd|Köln West|Köln Hbf,22,RE22
Landshut Bay Hbf|Ergoldsbach|Neufahrn Niederbay|Eggmühl|Hagelstadt|Köfering|Obertraubling,22,RE22
Potsdam Hbf|Potsdam Charlottenhof|Potsdam Park Sanssouci|Golm|Potsdam Pirschheide|Saarmund|Ludwigsfelde Struveshof|Schönefeld bei Berlin,22,RB22
Potsdam Hbf|Potsdam Charlottenhof|Potsdam Park Sanssouci|Golm|Potsdam Pirschheide|Saarmund|Ludwigsfelde Struveshof|Flughafen BER,22,RB22
Königs Wusterhausen|Schönefeld bei Berlin|Ludwigsfelde Struveshof|Saarmund|Potsdam Pirschheide|Golm|Potsdam Park Sanssouci|Potsdam Charlottenhof,22,RB22
Potsdam Griebnitzsee|Potsdam Hbf|Potsdam Charlottenhof|Potsdam Park Sanssouci|Golm|Potsdam Pirschheide|Saarmund|Ludwigsfelde Struveshof|Flughafen BER,22,RB22
Königs Wusterhausen|Flughafen BER|Ludwigsfelde Struveshof|Saarmund|Potsdam Pirschheide|Golm|Potsdam Park Sanssouci|Potsdam Charlottenhof|Potsdam Hbf,22,RB22
Regensburg Hbf|Obertraubling|Köfering|Hagelstadt|Eggmühl|Neufahrn Niederbay|Landshut Bay Hbf|Moosburg|Freising,22,RE22
Regensburg Hbf|Obertraubling|Köfering|Hagelstadt|Eggmühl|Ergoldsbach|Landshut Bay Hbf|Moosburg|Freising|Flughafen München Besucherpark,22,RE22
Hofheim Taunus|Niedernhausen Taunus|Idstein Taunus|Wörsdorf|Bad Camberg|Niederselters|Oberbrechen|Niederbrechen|Lindenholzhausen|Eschhofen,22,RB22
München Flughafen Terminal|Freising|Moosburg|Landshut Bay Hbf|Ergoldsbach|Neufahrn Niederbay|Eggmühl|Hagelstadt|Köfering|Obertraubling,22,RE22
Euskirchen|Euskirchen Großbüllesheim|Weilerswist Derkum|Weilerswist|Erftstadt|Brühl Kierberg|Hürth Kalscheuren|Köln Süd|Köln West|Köln Hbf,22,RE22
Gera Hbf|Bad Köstritz|Crossen a d Elster|Crossen Ort|Wetterzeube|Zeitz|Profen|Pegau|Zwenkau Großdalzig|Leipzig Knauthain|Leipzig Plagwitz,22,RB22
Gera Hbf|Gera Langenberg|Bad Köstritz|Crossen Ort|Wetterzeube|Zeitz|Profen|Pegau|Zwenkau Großdalzig|Leipzig Knauthain|Leipzig Plagwitz,22,RB22
München Flughafen Terminal|München Flughafen Besucherpark|Freising|Moosburg|Landshut Bay Hbf|Ergoldsbach|Neufahrn Niederbay|Eggmühl|Hagelstadt|Köfering|Obertraubling,22,RE22
Regensburg Hbf|Obertraubling|Köfering|Hagelstadt|Eggmühl|Neufahrn Niederbay|Ergoldsbach|Landshut Bay Hbf|Moosburg|Freising|Flughafen München Besucherpark,22,RE22
Limburg Lahn|Eschhofen|Lindenholzhausen|Niederbrechen|Oberbrechen|Niederselters|Bad Camberg|Wörsdorf|Idstein Taunus|Niedernhausen Taunus|Hofheim Taunus|Frankfurt Höchst,22,RB22
München Flughafen Terminal|Freising|Marzling|Langenbach Oberbay|Moosburg|Landshut Bay Hbf|Ergoldsbach|Neufahrn Niederbay|Eggmühl|Hagelstadt|Köfering|Obertraubling,22,RE22
Regensburg Hbf|Regensburg Burgweinting|Obertraubling|Köfering|Hagelstadt|Eggmühl|Neufahrn Niederbay|Ergoldsbach|Landshut Bay Hbf|Moosburg|Freising|Flughafen München Besucherpark,22,RE22
Frankfurt Main Hbf|Frankfurt Höchst|Hofheim Taunus|Niedernhausen Taunus|Idstein Taunus|Wörsdorf|Bad Camberg|Niederselters|Oberbrechen|Niederbrechen|Lindenholzhausen|Eschhofen,22,RB22
Gera Hbf|Gera Langenberg|Bad Köstritz|Crossen a d Elster|Crossen Ort|Wetterzeube|Zeitz|Profen|Pegau|Zwenkau Großdalzig|Leipzig Knauthain|Leipzig Plagwitz|Leipzig Möckern,22,RB22
Limburg Lahn|Eschhofen|Lindenholzhausen|Niederbrechen|Oberbrechen|Niederselters|Bad Camberg|Wörsdorf|Idstein Taunus|Niedernhausen Taunus|Hofheim Taunus|Frankfurt Höchst Farbwerke|Frankfurt Höchst,22,RB22
Saalfeld Saale|Unterwellenborn|Könitz Thür|Krölpa Ranis|Pößneck ob Bf|Oppurg|Neunhofen|Neustadt Orla|Triptis|Niederpöllnitz|Weida|Gera Zwötzen|Gera Süd,22,RB22
Leipzig Hbf|Leipzig Plagwitz|Leipzig Knauthain|Zwenkau Großdalzig|Pegau|Profen|Zeitz|Wetterzeube|Crossen Ort|Crossen a d Elster|Bad Köstritz|Gera Hbf|Gera Süd,22,RB22
Leipzig Hbf|Leipzig Plagwitz|Leipzig Knauthain|Zwenkau Großdalzig|Pegau|Profen|Zeitz|Wetterzeube|Crossen Ort|Bad Köstritz|Gera Langenberg|Gera Hbf|Gera Süd,22,RB22
Frankfurt Main Hbf|Frankfurt Höchst|Frankfurt Höchst Farbwerke|Hofheim Taunus|Niedernhausen Taunus|Idstein Taunus|Wörsdorf|Bad Camberg|Niederselters|Oberbrechen|Niederbrechen|Lindenholzhausen|Eschhofen,22,RB22
Leipzig Hbf|Leipzig Plagwitz|Leipzig Knauthain|Zwenkau Großdalzig|Pegau|Profen|Zeitz|Wetterzeube|Crossen Ort|Crossen a d Elster|Bad Köstritz|Gera Langenberg|Gera Hbf|Gera Süd,22,RB22
München Flughafen Terminal|Freising|Marzling|Langenbach Oberbay|Moosburg|Bruckberg|Gündlkofen|Landshut Bay Hbf|Ergoldsbach|Neufahrn Niederbay|Eggmühl|Hagelstadt|Köfering|Obertraubling,22,RE22
Gera Zwötzen|Gera Süd|Gera Hbf|Gera Langenberg|Bad Köstritz|Crossen a d Elster|Crossen Ort|Wetterzeube|Zeitz|Profen|Pegau|Zwenkau Großdalzig|Leipzig Knauthain|Leipzig Plagwitz|Leipzig Möckern,22,RB22
Leipzig Hbf|Leipzig Möckern|Leipzig Plagwitz|Leipzig Knauthain|Zwenkau Großdalzig|Pegau|Profen|Zeitz|Wetterzeube|Crossen Ort|Crossen a d Elster|Bad Köstritz|Gera Langenberg|Gera Hbf|Gera Süd,22,RB22
Regensburg Hbf|Obertraubling|Köfering|Hagelstadt|Eggmühl|Neufahrn Niederbay|Ergoldsbach|Landshut Bay Hbf|Gündlkofen|Bruckberg|Moosburg|Langenbach Oberbay|Marzling|Freising|Flughafen München Besucherpark,22,RE22
Gerolstein|Birresborn|Mürlenbach|Densborn|Usch Zendscheid|St Thomas|Kyllburg|Bitburg Erdorf|Hüttingen|Philippsheim|Speicher|Auw an der Kyll|Daufenbach|Kordel|Ehrang|Pfalzel,22,RB22
Weida|Wolfsgefärth|Gera Zwötzen|Gera Süd|Gera Hbf|Gera Langenberg|Bad Köstritz|Crossen a d Elster|Crossen Ort|Wetterzeube|Zeitz|Profen|Pegau|Zwenkau Großdalzig|Leipzig Knauthain|Leipzig Plagwitz,22,RB22
Saalfeld Saale|Unterwellenborn|Könitz Thür|Krölpa Ranis|Pößneck ob Bf|Oppurg|Neustadt Orla|Triptis|Niederpöllnitz|Weida|Gera Zwötzen|Gera Süd|Gera Hbf|Gera Langenberg|Bad Köstritz|Crossen a d Elster|Crossen Ort|Wetterzeube|Zeitz|Profen|Pegau|Zwenkau Großdalzig|Leipzig Knauthain|Leipzig Plagwitz,22,RB22
Saalfeld Saale|Unterwellenborn|Könitz Thür|Krölpa Ranis|Pößneck ob Bf|Oppurg|Neunhofen|Neustadt Orla|Triptis|Niederpöllnitz|Weida|Wolfsgefärth|Gera Zwötzen|Gera Süd|Gera Hbf|Gera Langenberg|Bad Köstritz|Crossen Ort|Wetterzeube|Zeitz|Profen|Pegau|Zwenkau Großdalzig|Leipzig Knauthain|Leipzig Plagwitz,22,RB22
Saalfeld Saale|Unterwellenborn|Könitz Thür|Krölpa Ranis|Pößneck ob Bf|Oppurg|Neunhofen|Neustadt Orla|Triptis|Niederpöllnitz|Weida|Wolfsgefärth|Gera Zwötzen|Gera Süd|Gera Hbf|Bad Köstritz|Crossen a d Elster|Crossen Ort|Wetterzeube|Zeitz|Profen|Pegau|Zwenkau Großdalzig|Leipzig Knauthain|Leipzig Plagwitz,22,RB22
Saalfeld Saale|Unterwellenborn|Könitz Thür|Krölpa Ranis|Pößneck ob Bf|Oppurg|Neunhofen|Neustadt Orla|Triptis|Niederpöllnitz|Weida|Wolfsgefärth|Gera Zwötzen|Gera Süd|Gera Hbf|Gera Langenberg|Bad Köstritz|Crossen a d Elster|Crossen Ort|Wetterzeube|Zeitz|Profen|Pegau|Zwenkau Großdalzig|Leipzig Knauthain|Leipzig Plagwitz,22,RB22
Weiden Oberpf,41,RE41
Beusselstraße,41,S41
Aschersleben Pbf,41,RB41
Greifswalder Straße,41,S41
Westend,41,S41
Westhafen,41,S41
Neckarsulm,41,S41
Bundesplatz,41,S41
Wernshausen,41,RB41
Berlin Gesundbrunnen S|Schönhauser Allee,41,S41
Berlin Greifswalder Str|Landsberger Allee,41,S41
Berlin Bundesplatz|Heidelberger Platz,41,S41
Berlin Schöneweide S|Baumschulenweg,41,S41
Mosbach Neckarelz|Mosbach West,41,S41
Berlin Westhafen|Wedding,41,S41
Berlin Beusselstraße|Westhafen,41,S41
Berlin Südkreuz S|Schöneberg,41,S41
Nürnberg Hbf|Hersbruck rechts Pegnitz,41,RE41
Berlin Halensee|Berlin Westkreuz|Messe Nord / ICC Witzleben,41,S41
Berlin Grünau|Berlin Adlershof|Johannisthal,41,S41
Berlin Schöneweide S|Berlin Baumschulenweg|Köllnische Heide,41,S41
Nürnberg Hbf|Hersbruck r Pegnitz|Hartmannshof,41,RE41
Berlin Südkreuz S|Berlin Schöneberg|Innsbrucker Platz,41,S41
Berlin Bundesplatz|Berlin Heidelberger Platz|Hohenzollerndamm,41,S41
Berlin Beusselstraße|Berlin Westhafen|Wedding,41,S41
Berlin Greifswalder Str|Berlin Landsberger Allee|Storkower Straße,41,S41
Neustadt Waldnaab|Altenstadt Waldnaab|Weiden Oberpf,41,RE41
Berlin Gesundbrunnen S|Berlin Schönhauser Allee|Prenzlauer Allee,41,S41
Haltern am See|Marl Sinsen|Recklinghausen Hbf|Recklinghausen Süd,41,RE41
Berlin Gesundbrunnen S|Berlin Schönhauser Allee|Berlin Prenzlauer Allee|Greifswalder Straße,41,S41
Bochum Hbf|Recklinghausen Süd|Recklinghausen Hbf|Marl Sinsen,41,RE41
Berlin Halensee|Berlin Westkreuz|Berlin Messe Nord/ICC Witzleben|Westend,41,S41
Vilseck|Freihung|Weiherhammer|Weiden Oberpf,41,RE41
Berlin Südkreuz S|Berlin Schöneberg|Berlin Innsbrucker Platz|Bundesplatz,41,S41
Berlin Grünau|Berlin Adlershof|Berlin Johannisthal|Berlin Schöneweide S|Baumschulenweg,41,S41
Berlin Südkreuz S|Berlin Schöneberg|Berlin Innsbrucker Platz|Berlin Bundesplatz|Heidelberger Platz,41,S41
Meiningen|Walldorf Werra|Wasungen|Schwallungen|Wernshausen,41,RB41
Vilseck|Freihung|Thansüß|Weiherhammer|Weiden Oberpf,41,RE41
Berlin Schöneweide S|Berlin Baumschulenweg|Berlin Köllnische Heide|Berlin Neukölln|Hermannstraße,41,S41
Berlin Beusselstraße|Berlin Westhafen|Berlin Wedding|Berlin Gesundbrunnen S|Schönhauser Allee,41,S41
Vilseck|Freihung|Röthenbach Oberpf|Weiherhammer|Weiden Oberpf,41,RE41
Berlin Gesundbrunnen S|Berlin Schönhauser Allee|Berlin Prenzlauer Allee|Berlin Greifswalder Str|Landsberger Allee,41,S41
Berlin Grünau|Berlin Adlershof|Berlin Johannisthal|Berlin Schöneweide S|Berlin Baumschulenweg|Köllnische Heide,41,S41
Berlin Beusselstraße|Berlin Westhafen|Berlin Wedding|Berlin Gesundbrunnen S|Berlin Schönhauser Allee|Prenzlauer Allee,41,S41
Vilseck|Freihung|Thansüß|Röthenbach Oberpf|Weiherhammer|Weiden Oberpf,41,RE41
Berlin Greifswalder Str|Berlin Landsberger Allee|Berlin Storkower Str|Berlin Frankfurter Allee|Berlin Ostkreuz S|Treptower Park,41,S41
